,"Symbol","Company Name","Security Type","Security Price","Equity Summary Score","Volume (90 Day Avg)","Market Capitalization","Dividend Yield","Company Headquarters Location","Sector","Industry","Optionable","Price Performance (52 Weeks)","Total Return (1 Yr Annualized)","Beta (1 Year Annualized)","Standard Deviation (1 Yr Annualized)","S&P Global Market Intelligence Valuation","S&P Global Market Intelligence Quality","S&P Global Market Intelligence Growth Stability","S&P Global Market Intelligence Financial Health","P/E (Price/TTM Earnings)","PEG Ratio","EPS Growth (Proj This Yr vs. Last Yr)","Institutional Ownership","Institutional Ownership (Last vs. Prior Qtr)","Analyst Sentiment"
100,"STLD","Steel Dynamics Inc","Common Stock",83.63,9.6,2.29435,15780000000,1.62621,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",47.49559,49.99627,1.486638,0.43535,91,65,97,82,4.3,0.16806,16.84276,82.9892,0.8801,"very bullish"
101,"PAG","Penske Automotive Group Inc","Common Stock",108.13,9.6,0.33012,8210000000,1.73865,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",23.30939,25.67305,0.420953,0.34814,79,86,43,81,6.2,,10.06044,32.8497,-4.3676,"very bullish"
102,"GORO","Gold Resource Corp","Common Stock",1.79,9.6,1.44628,158130000,2.23464,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",-33.45725,-32.15983,0.279179,0.56192,96,97,85,78,16.3,,-27.27273,28.8362,9.4992,"very bullish"
103,"III","Information Services Group Inc","Common Stock",6.37,9.6,0.29915,307960000,1.88383,"United States of America","Information Technology","IT Services","No",40,42.4381,1.047331,0.40075,97,98,73,85,21.2,1.28427,-18.18182,53.2893,1.9448,"very bullish"
104,"SEAS","SeaWorld Entertainment Inc","Common Stock",68.34,9.6,1.02955,4980000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",24.79912,24.79912,1.171871,0.43468,23,88,77,26,21.2,1.04576,35.96273,91.3497,2.5967,"very bullish"
105,"AMRK","A-Mark Precious Metals Inc","Common Stock",75.39,9.6,0.10596,868040000,0.42446,"United States of America","Financials","Diversified Financial Services","No",101.34804,101.13191,0.064009,0.52348,97,83,87,93,4.2,,-47.25422,44.4717,4.0572,"very bullish"
106,"KMPH","KemPharm Inc","Common Stock",4.59,9.6,0.51823,158000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-52.82631,-52.82631,1.675873,0.58402,95,75,81,64,,,63.7931,,-7.043,"very bullish"
107,"RMNI","Rimini Street Inc","Common Stock",5.85,9.6,0.58279,509180000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-26.59975,-26.59975,0.707508,0.60238,49,50,97,93,11.5,,-45.4902,73.0097,9.5239,"very bullish"
108,"DOW","Dow Inc","Common Stock",67.06,9.6,5.61148,48830000000,4.17537,"United States of America","Materials","Chemicals","Yes (Option Chain)",7.296,12.18874,0.515137,0.25993,91,81,72,80,7.3,,-11.21381,67.0763,0.5457,"very bullish"
109,"SPFI","South Plains Financial Inc","Common Stock",24.27,9.6,0.01889,428920000,1.81294,"United States of America","Financials","Banks","No",6.26095,7.91728,0.391614,0.18388,90,58,27,68,7.8,,-23.65931,23.6396,3.9389,"very bullish"
110,"CCSI","Consensus Cloud Solutions Inc","Common Stock",54.03,9.6,0.07443,1080000000,0,"United States of America","Information Technology","Software","No",,,,,58,98,39,65,9,,-3.64286,72.7161,1232.8251,"very bullish"
111,"THG","Hanover Insurance Group Inc (The)","Common Stock",146.41,9.5,0.16302,5210000000,2.04904,"United States of America","Financials","Insurance","Yes (Option Chain)",5.85641,8.11437,0.620639,0.19018,76,87,51,78,12.7,1.18572,22.89805,85.147,1.8752,"very bullish"
112,"AGO","Assured Guaranty Ltd","Common Stock",56.2,9.5,0.43784,3690000000,1.77936,"Bermuda","Financials","Insurance","Yes (Option Chain)",10.52114,12.44782,1.207542,0.30557,15,15,85,42,10.7,,-39.87342,95.5457,-3.4755,"very bullish"
113,"AMN","AMN Healthcare Services Inc.","Common Stock",91.59,9.5,0.64161,4210000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",15.49811,15.49811,1.326609,0.41155,92,89,82,95,13.4,0.69407,13.11333,94.1046,0.4631,"very bullish"
114,"MATX","Matson Inc","Common Stock",88.37,9.5,0.48684,3610000000,1.35793,"United States of America","Industrials","Marine","Yes (Option Chain)",35.26711,37.22146,0.97372,0.43432,98,87,96,90,4.1,,20.84304,86.4196,-1.5614,"very bullish"
115,"ANDE","Andersons Inc (The)","Common Stock",51.42,9.5,0.35958,1750000000,1.40023,"United States of America","Consumer Staples","Food & Staples Retailing","Yes (Option Chain)",70.77383,74.10675,0.927932,0.43902,27,40,83,72,17.5,,8.99654,77.5529,6.1116,"very bullish"
116,"BELFB","Bel Fuse Inc.","Common Stock",16.66,9.5,0.07001,172810000,1.68067,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",-16.40743,-14.70297,0.718398,0.46063,55,37,78,85,7.8,,30.60606,60.463,-1.6232,"very bullish"
117,"BBAR","Banco BBVA Argentina SA","Depository Receipt",2.87,9.5,0.51563,586160000,0,"Argentina","Financials","Banks","Yes (Option Chain)",9.54198,9.54198,0.678619,0.54589,99,10,43,,6.4,,3.11005,1.9529,-18.1456,"very bullish"
118,"BPOP","Popular Inc","Common Stock",79.71,9.5,0.68786,6100000000,2.76001,"United States of America","Financials","Banks","Yes (Option Chain)",6.15262,8.74591,0.991887,0.29336,98,87,62,63,7.2,,-5.28796,89.5593,1.5529,"very bullish"
119,"CCNE","CNB Financial Corp/PA","Common Stock",25.2,9.5,0.02767,424900000,2.77778,"United States of America","Financials","Banks","Yes (Option Chain)",-1.02121,1.69549,0.351332,0.21761,96,71,93,41,7.8,,7.96178,42.1524,3.9984,"very bullish"
120,"CVX","Chevron Corp","Common Stock",159.75,9.5,15.19862,313890000000,3.55556,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",54.99175,62.55779,0.165041,0.27642,46,54,64,61,15,0.8443,81.05781,66.1337,3.4764,"very bullish"
121,"DHIL","Diamond Hill Investment Group Inc","Common Stock",168.99,9.5,0.00761,535870000,3.55051,"United States of America","Financials","Capital Markets","No",4.79173,6.47359,0.853321,0.24966,61,91,59,23,7.2,,,63.0268,-1.2491,"very bullish"
122,"GILD","Gilead Sciences Inc","Common Stock",60.31,9.5,10.06252,75740000000,4.84165,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-8.34347,-4.34368,0.400828,0.1768,93,96,14,94,16.8,-11.0468,-10.13736,81.0183,2.6113,"very bullish"
123,"HOLX","Hologic Inc","Common Stock",72.91,9.5,1.75428,18180000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",11.02482,11.02482,0.764868,0.25069,97,94,4,87,12,7.06561,-35.14863,93.103,0.0814,"very bullish"
124,"JBL","Jabil Inc","Common Stock",58.09,9.5,1.22887,8200000000,0.55087,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",10.81648,11.42265,1.426868,0.30262,95,94,81,92,10.7,0.89314,29.48307,88.4667,-0.5384,"very bullish"
125,"LH","Laboratory Corp of America Holdings","Common Stock",243.01,9.5,0.91284,22530000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-8.59819,-8.59819,0.559065,0.25926,91,97,2,93,11.2,-0.87087,-30.97125,90.5005,0.2631,"very bullish"
126,"HOPE","Hope Bancorp Inc","Common Stock",14.46,9.5,0.83845,1740000000,3.87275,"United States of America","Financials","Banks","Yes (Option Chain)",-3.66422,0.9054,0.418604,0.24645,60,93,87,13,8,,8.55422,85.2761,1.2373,"very bullish"
127,"NVMI","Nova Ltd","Common Stock",99.56,9.5,0.16364,2810000000,0,"Israel","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",7.45818,7.45818,1.793048,0.43097,72,50,88,73,31.9,,662.90909,70.3138,3.9482,"very bullish"
128,"RCMT","RCM Technologies Inc","Common Stock",18.29,9.5,0.10364,185370000,0,"United States of America","Industrials","Professional Services","Yes (Option Chain)",418.13031,418.13031,0.579776,0.84764,66,96,51,66,12.1,,90.36145,34.2449,12.6817,"very bullish"
129,"RDN","Radian Group Inc","Common Stock",21.62,9.5,1.95667,3790000000,3.70028,"United States of America","Financials","Thrifts & Mortgage Finance","Yes (Option Chain)",-12.25649,-9.86138,0.259607,0.21509,90,98,70,,6.8,0.28449,-1.61905,96.0562,-2.0803,"very bullish"
130,"RUSHA","Rush Enterprises Inc","Common Stock",51.57,9.5,0.24169,2220000000,1.47373,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",1.67587,3.22543,0.536641,0.26753,92,92,57,95,10.4,-2.16098,21.10312,98.5685,4.2507,"very bullish"
131,"SCVL","Shoe Carnival Inc","Common Stock",31.63,9.5,0.30069,890990000,0.94847,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",5.52127,6.47417,1.427197,0.41198,93,71,61,84,5.8,,-24.35424,64.6937,3.835,"very bullish"
132,"SLG","SL Green Realty Corp","Common Stock (REIT)",68.6,9.5,0.002,4470000000,5.43673,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-7.30957,0.34513,0.776765,0.30923,53,40,1,82,10.1,,,82.0636,-0.7209,"very bullish"
133,"SMMF","Summit Financial Group Inc","Common Stock",27.34,9.5,0.0152,349020000,2.6335,"United States of America","Financials","Banks","No",3.40393,6.39909,0.493916,0.21489,74,55,77,13,7.7,,12.24784,29.2767,2.309,"very bullish"
134,"SPTN","SpartanNash Co","Common Stock",33.33,9.5,0.35364,1200000000,2.52025,"United States of America","Consumer Staples","Food & Staples Retailing","Yes (Option Chain)",68.07867,73.92687,0.719053,0.31384,72,90,41,81,16.3,-1.8688,20.94118,79.7709,2.0195,"very bullish"
135,"TPL","Texas Pacific Land Corp","Common Stock",1357.52,9.5,0.0295,10510000000,0.88396,"United States of America","Energy","Oil, Gas & Consumable Fuels","No",-11.85794,-11.11009,1.169867,0.43008,40,55,72,20,39,,66.23887,55.862,-1.0658,"very bullish"
136,"TRST","TrustCo Bank Corp NY","Common Stock",31.43,9.5,0.06593,603520000,4.45434,"United States of America","Financials","Thrifts & Mortgage Finance","Yes (Option Chain)",-14.99662,-11.4777,0.000844,0.18198,71,25,87,11,9.4,,4.88416,64.0732,-0.4145,"very bullish"
137,"WLK","Westlake Chemical Corp","Common Stock",127.22,9.5,0.64743,16300000000,0.93539,"United States of America","Materials","Chemicals","Yes (Option Chain)",35.49899,37.14232,0.439812,0.3011,92,57,97,72,8.2,,15.16046,27.1774,6.592,"very bullish"
138,"PBH","Prestige Consumer Healthcare Inc","Common Stock",54.47,9.5,0.26089,2730000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",25.04591,25.04591,0.281033,0.22754,95,91,55,69,14.6,,22.62346,80.1854,0.5922,"very bullish"
139,"LINC","Lincoln Educational Services Corp","Common Stock",6.97,9.5,0.10139,191320000,0,"United States of America","Consumer Discretionary","Diversified Consumer Services","Yes (Option Chain)",8.56698,8.56698,0.617539,0.29428,88,52,33,68,6.7,0.45113,-42.59615,61.2431,-1.3531,"very bullish"
140,"EVRI","Everi Holdings Inc","Common Stock",17.95,9.5,0.70123,1640000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",1.52715,1.52715,1.704327,0.48195,94,91,92,59,11.7,,-16.20915,88.6882,-0.167,"very bullish"
141,"CIM","Chimera Investment Corp","Common Stock (REIT)",10.17,9.5,2.09394,2410000000,12.97935,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-22.60274,-15.38549,0.876878,0.22537,81,36,26,68,4.2,,-23.59551,53.2912,3.1922,"very bullish"
142,"TITN","Titan Machinery Inc","Common Stock",24.02,9.5,0.17021,542130000,0,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",-7.61538,-7.61538,1.504939,0.43743,98,98,94,95,8.2,,-4.69799,79.5987,4.2302,"very bullish"
143,"GSL","Global Ship Lease Inc","Common Stock",22.51,9.5,1.10176,830870000,4.44247,"United Kingdom","Industrials","Marine","No",61.94245,69.91674,0.488645,0.55227,69,58,95,71,4.9,,60.22634,47.1626,18.3642,"very bullish"
144,"CBNK","Capital Bancorp Inc","Common Stock",22.34,9.5,0.01857,312780000,0.89526,"United States of America","Financials","Banks","No",1.68411,2.29764,0.59513,0.3029,73,69,42,,7.7,,-2.28873,32.2695,2.101,"very bullish"
145,"ASO","Academy Sports and Outdoors Inc","Common Stock",38.22,9.5,2.83761,3300000000,0.78493,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",22.57858,22.83537,2.226894,0.50765,95,83,82,80,5.4,,-7.69737,99.0122,-5.3637,"very bullish"
146,"CPSI","Computer Programs and Systems Inc","Common Stock",32.31,9.4,0.08813,477700000,0,"United States of America","Health Care","Health Care Technology","Yes (Option Chain)",7.62825,7.62825,-0.004107,0.30691,96,92,42,89,25.6,2.05884,-6.57993,87.3143,-1.1741,"very bullish"
147,"DDS","Dillard's Inc.","Common Stock",308.83,9.4,0.23818,5670000000,0.25904,"United States of America","Consumer Discretionary","Multiline Retail","Yes (Option Chain)",225.14825,225.70176,1.892597,0.68568,88,96,97,76,7.4,,-5.97087,82.9925,1.2938,"very bullish"
148,"DVN","Devon Energy Corp","Common Stock",58.35,9.4,12.39158,38580000000,6.85518,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",149.57228,165.98265,1.064881,0.48408,66,48,83,51,13.9,0.55461,126.03399,87.1913,-3.8099,"very bullish"
149,"IBOC","International Bancshares Corp","Common Stock",40.5,9.4,0.26836,2560000000,2.96296,"United States of America","Financials","Banks","Yes (Option Chain)",-14.53893,-12.10055,0.474551,0.2442,53,74,58,73,10.1,,,64.9499,3.6923,"very bullish"
150,"IIIN","Insteel Industries Inc","Common Stock",43.28,9.4,0.10838,841320000,0.27726,"United States of America","Industrials","Building Products","Yes (Option Chain)",13.50643,19.27313,0.072087,0.40097,77,77,93,72,8,,106.67614,77.5355,-0.2131,"very bullish"
151,"JEF","Jefferies Financial Group Inc","Common Stock",31.86,9.4,1.79834,7630000000,3.76648,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-1.99938,0.67093,1.191325,0.30748,80,68,13,52,6.1,,-37.47145,68.9844,-2.5934,"very bullish"
152,"MLI","Mueller Industries Inc.","Common Stock",54.19,9.4,0.3318,3080000000,1.84536,"United States of America","Industrials","Machinery","Yes (Option Chain)",20.77112,22.27642,1.096264,0.33162,93,71,87,78,5.5,,-7.87879,89.2652,0.6377,"very bullish"
153,"NFG","National Fuel Gas Co","Common Stock",69.66,9.4,0.5623,6370000000,2.61269,"United States of America","Utilities","Gas Utilities","Yes (Option Chain)",40.27386,44.6112,0.413693,0.19862,82,92,44,71,15.3,1.48314,32.91375,72.2654,2.3149,"very bullish"
154,"ORI","Old Republic International Corp","Common Stock",21.84,9.4,2.00811,6730000000,4.21245,"United States of America","Financials","Insurance","Yes (Option Chain)",-5.65549,-2.72341,0.802201,0.21826,87,71,56,58,5,0.49636,-15.58442,72.0795,1.5159,"very bullish"
155,"PBR","Petroleo Brasileiro S.A.- Petrobras","Depository Receipt",13.01,9.4,32.33355,48410000000,22.81116,"Brazil","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",53.41981,94.12716,0.237187,0.40103,98,65,26,84,4.3,,45.12605,20.9834,10.7072,"very bullish"
156,"PFE","Pfizer Inc","Common Stock",48.34,9.4,32.5235,273010000000,3.30989,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",25.07115,29.52866,0.505065,0.30318,93,98,65,96,12.3,-15.37531,61.96833,66.88,3.6252,"very bullish"
157,"PFIS","Penseco Financial Services Corp","Common Stock",50.02,9.4,0.01265,359090000,3.11875,"United States of America","Financials","Banks","No",17.28019,21.1463,0.267092,0.19729,87,87,99,,8.3,,,29.4008,4.316,"very bullish"
158,"AAN","Aarons Co Inc (The)","Common Stock",21.34,9.4,0.26343,655330000,2.10872,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-30.91615,-29.80476,0.582377,0.38325,76,67,25,99,6.5,,-26.26667,94.5392,-1.7269,"very bullish"
159,"SM","SM Energy Co","Common Stock",34.58,9.4,2.40086,4210000000,0.05784,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",118.86076,118.98863,2.087383,0.76392,86,98,94,77,13.1,0.36321,300.32432,84.83,-1.2984,"very bullish"
160,"SRT","StarTek Inc","Common Stock",3.81,9.4,0.0696,153440000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-53.13653,-53.13653,1.521303,0.57925,92,81,81,84,95.3,,255.55556,13.9342,-13.8078,"very bullish"
161,"INVA","Innoviva Inc","Common Stock",16.31,9.4,1.08621,1130000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",40,40,-0.076564,0.38683,98,90,30,48,7.6,,-31.70732,80.2574,-27.7037,"very bullish"
162,"VSH","Vishay Intertechnology Inc.","Common Stock",18.96,9.4,0.87655,2740000000,2.1097,"United States of America","Information Technology","Electronic Equipment, Instruments & Components","Yes (Option Chain)",-22.83272,-21.36687,1.020859,0.25565,92,80,69,93,9.2,0.40744,5.51724,91.8316,0.568,"very bullish"
163,"PCB","PCB Bancorp","Common Stock",21.03,9.4,0.05729,314290000,2.85307,"United States of America","Financials","Banks","No",33.10127,36.30159,0.768446,0.28477,85,96,85,,7.7,,-4.46565,38.1162,2.6706,"very bullish"
164,"SIMO","Silicon Motion Technology Corp","Depository Receipt",79.54,9.4,0.60226,2780000000,2.32587,"Hong Kong","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",13.69354,16.3447,0.920328,0.41273,75,61,92,40,13.9,,26.40902,77.0369,-2.6284,"very bullish"
165,"FAF","First American Financial Corp","Common Stock",58.84,9.4,0.82393,6320000000,3.46703,"United States of America","Financials","Insurance","Yes (Option Chain)",-8.77519,-6.10666,0.796334,0.20958,88,87,31,64,5.9,0.47526,-20.612,85.0344,-0.4256,"very bullish"
166,"TSLA","Tesla Inc","Common Stock",902.94,9.4,26.28663,935450000000,0,"United States of America","Consumer Discretionary","Automobiles","Yes (Option Chain)",31.8353,31.8353,2.274794,0.53743,38,76,88,34,122.5,3.08332,81.65192,41.9641,6.1297,"very bullish"
167,"ALSN","Allison Transmission Holdings Inc","Common Stock",38,9.4,0.93793,3690000000,2.21053,"United States of America","Industrials","Machinery","Yes (Option Chain)",-8.36749,-6.57359,0.238302,0.24586,92,87,65,48,8.7,1.0179,28.03874,96.1284,-3.6119,"very bullish"
168,"ABBV","AbbVie Inc","Common Stock",147.87,9.4,7.88588,261180000000,3.81416,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",32.61883,38.23584,0.684119,0.21087,88,99,74,91,21.2,9.79013,10.92913,67.4198,3.0888,"very bullish"
169,"VRTV","Veritiv Corp","Common Stock",141.29,9.4,0.0946,2120000000,0,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",237.36867,237.36867,2.198222,0.72078,80,82,84,80,15.7,,63.15205,88.7565,-1.8571,"very bullish"
170,"AA","Alcoa Corp","Common Stock",66.16,9.4,7.82939,12200000000,0.60459,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",80.56769,81.16077,1.829712,0.6833,74,86,37,73,17.5,,79.13616,82.9932,9.7891,"very bullish"
171,"IMXI","International Money Express Inc","Common Stock",19.46,9.4,0.29458,745670000,0,"United States of America","Information Technology","IT Services","No",23.32066,23.32066,0.779935,0.32644,93,78,98,65,16.2,,19.58333,80.5754,0.6287,"very bullish"
172,"RBB","RBB Bancorp","Common Stock",21.7,9.4,0.03891,422150000,2.58065,"United States of America","Financials","Banks","No",-2.99508,-0.26882,0.618695,0.25796,85,37,85,5,7.3,,7.85467,36.9825,-0.4088,"very bullish"
173,"ILPT","Industrial Logistics Properties Trust","Common Stock",15.47,9.4,0.43948,1010000000,8.53264,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-38.39108,-34.98315,0.880416,0.29176,65,72,91,99,10.7,,-86.3388,85.3488,1.8389,"very bullish"
